eCRIS Contract Nbr,Funding Source Id,Funding Source Name,Funding Source Type,Funding Source Nbr
,ID0000003512,Internally Funded,Other,
,ID00000669,Unfunded,Other,
,ID00005404,Baxter,Industry,
,ID0000003070,"Cook, Inc.",Industry,N/A
,ID00000131,departmental,Other,
,ID0000000120,CDCP,Other,5 K01 OH007922-02
,ID00004137,AHRQ,Other Federal,1R24HS019462-01 
,ID0000000960,Pulmonary Hypertension Association,Foundation,
,ID00003526,National Eye Institute - R21,NIH,1R21EY019935-01A1
,ID0000000504,Glaxo-Smith Kline future fees waived 8/07,Industry,
,ID00000479,Unfunded,Other,
,ID00004768,Unfunded,Other,
,ID00004238,University of Missouri,Other Federal,30668/00030382
,ID0000003979,Novartis,Industry,
,ID00000623,National Institute on Drug Abuse,NIH,Unfunded -Grant application for RFA-DA-08-008
,ID00003453,AHRQ,Other Federal,Contract no: 290-07-10057I
,ID00000035,H. Fuld Trust through Duke University ,Foundation,
,ID0000002845,unfunded,OHSU,
,ID0000000986,HRSA in collaboration with NAPRTCS,Other,
,ID00003090,Osiris Therapeutics,Industry,
,ID00000739,Society for General Internal Medicine Lawrence S Linn Research Award,Other,
,ID00002224,NIH,NIH,1K23HL093024-01
,ID0000000293,Federal,Other,U84/CCU024081-02
,ID0000004152,unfunded,Other,
,ID0000001441,Hoffman-La Roche Ltd/Roche Global Development,Industry,NT18435
,ID00004143,Unfunded,Other,
,ID0000004135,Heart and Stroke Foundation of Britsh Columbia & the Yukon,Other,Protocol # CTP-SAMIS-001
,ID0000000623,National Institute on Drug Abuse,NIH,DA 13036-05
,ID0000000202,Alzheimer's Disease Cooperative Study,NIH,
,ID00004026,Unfunded,Other,
,ID00001563,OHSU School of Medicine,OHSU,
,ID00002281,Department of Surgery,OHSU,
,ID0000002272,GCRC,OHSU,
,ID00000300,National Institute of Neurological Disorders and Stroke (NINDS),NIH,#1U10NS058940-01
,ID00000820,unfunded,Other,
,ID0000002963,unfunded,Other,
,ID00001927,Wyeth Pharmaceuticals Inc.,Industry,
,ID0000004841,NIAID,NIH,R01- AI066710
,ID00004559,Unfunded,Other,
,ID00000298,Genentech Fees waived CS,Industry,
,ID0000004906,Pfizer,Industry,A8851009
,ID0000005417,Oregon Rural Practice-based Research Network,OHSU,
,ID0000002023,Hackensack University Medical Center,,
,ID00004396,Unfunded,Other,
,ID0000004363,Tercica,Industry,MS315
,ID00000917,The Greenwall Foundation,Foundation,no number assigned
,ID00002879,unfunded,Other,
,ID0000000523,Unfunded,Other,Unfunded
,ID0000005466,Unfunded,Other,N/A
,ID00000813,unfunded,OHSU,
,ID00001608,"Celator Pharmaceuticals, Inc",Industry,
,ID00000431,Pfizer/FEEs waived for CRQ2009 only per CS,Industry,
,ID0000001413,Alpha-1 Foundation,Foundation,n/a
,ID00004141,new faculty start up funds,OHSU,
,ID0000000761,National Cancer Institute,NIH,2R25CA083646-05A1
,ID0000000030,ApoPharma Inc.,Industry,
,ID0000001122,Unfunded,,
,ID0000003842,Unfunded,,
,ID00001561,Senju Pharmceutical,Industry,
,ID0000004244,internal,OHSU,
,ID0000003154,Unfunded,,
,ID0000004371,unfunded,Other,
,ID00000921,"Pfizer, Inc.",Industry,A3921038
,ID0000000562,"NOVONORDISK PHARMACEUTICALS, INC.",Industry,
,ID0000001972,Unfunded,,
,ID00004917,NIH/NCI,NIH,P50 CA97186
,ID00001852,"Sigma Theta Tau, Beta Psi chapter",Foundation,none
,ID00000034,Unfunded,Other,
,ID00005116,OCTRI,OHSU,
,ID0000000621,Unfunded,,
,ID00003087,Unfunded,Other,
,ID00000336,MAP Pharmaceuticals,Industry,
,ID00001193,Asubio Pharmaceuticals,Industry,
,ID0000004764,Unfunded,OHSU,
,ID0000005481,Unfunded,OHSU,
,ID00005153,Unfunded,OHSU,
,ID00000435,unfunded,Other,
,ID0000004093,"BioPartners, GmbH.",Industry,BPLG-005-RO
,ID0000001442,Boehringer Ingelheim,Industry,
,ID0000000873,Unfunded,,
,ID0000003076,University of Rochester ,NIH,NIH grant # 5 U01HL065691-04
,ID00004135,unfunded,Other,
,ID0000002124,Unfunded,,
,ID0000002662,Non-funded,,
,ID0000000771,NSF,Other Federal,IIS-0117911
,ID0000003463,Ipsen Limited,Industry,Y-97-52120-732
,ID0000001777,The MedTap Instatute and UBC,Industry,
,ID00000804,Unfunded,Other,
,ID0000000544,Amgen,Industry,20040256
,ID0000002446,not funded,,
,ID0000000164,Biogen Idec,Industry,C-1801
,ID0000000458,Novartis,Industry,
,ID00002065,GlaxoSmithKline,Industry,
,ID0000000023,NIDCD,NIH,DC004082
,ID00002373,Trubion / INDUSTRY,Industry,
,ID00004226,Nat'l Inst. of Dental & Craniofacial Research,NIH,5 RC1 DE020274-02
,ID0000005073,Mind and Life Institute,Foundation,
,ID0000004256,unfunded,Other,
,ID0000002152,Children’s Memorial Hospital,,
,ID0000000220,COG/NCI,Other Federal,
,ID00001866,GE Healthcare,Industry,
,ID0000004963,"Hospira, Inc.",Industry,
,ID00000617,Grant,NIH,R21DA020772
,ID00004152,Unfunded,Other,
,ID0000000787,"BioMarin Pharmaceutical, Inc.",Industry,ASB-01-04
,ID0000000996,Salix Pharmaceuticals,Industry,
,ID0000001004,Eli Lilly & Company,Other,
,ID0000001247,Medtronic,Industry,
,ID00002289,Novo Nordisk,Industry,
,ID0000002507,None,,
,ID0000002567,Unfunded.,,
,ID00005128,Unfunded,Other,
,ID0000002004,Unfunded,,
,ID0000000477,Astra Zeneca,Industry,
,ID00002324,UNFUNDED,OHSU,
,ID00001290,COG/NCI,Other Federal,
,ID0000002179,individual donation,,
,ID00002177,OHSU Dermatology Dept,OHSU,
,ID00004828,Unfunded,OHSU,
,ID0000001139,Unfunded,,
,ID00003155,unfunded,Other,
,ID00001651,Unfunded,Other,
,ID0000000174,unfunded,,
,ID00002314,Unfunded,Other,
,ID0000005340,unfunded,OHSU,
,ID00004821,Unfunded,OHSU,
,ID00000144,NIH DDDN,NIH,
,ID00000409,unfunded,Other,
,ID00002077,"Cubist Pharmaceuticals, Inc.",Industry,DAP-REG-04-01
,ID0000003436,OHSU Department of Surgery,OHSU,
,ID00000678,Unfunded,Other,
,ID00000188,unfunded,Other,
,ID0000004866,none,Other,
,ID00005636,Internally funded,OHSU,Knight Cancer Insitute
,ID00005267,Department of Defense,Other Federal,
,ID0000000721,Unfunded,OHSU,
,ID00000083,NIH,NIH,
,ID00000595,Novartis,Industry,CERL080AUS67
,00000830,Medical Research Foundation (MRF),Foundation,
,ID0000000671,unfunded,,
,ID00004435,Unfunded,OHSU,
,ID0000001681,Unfunded,,
,ID00003185,Oregon Alzheimer's Disease Center,OHSU,
,ID0000001941,NIA,NIH,P30 AG024978 (newly funded pilot under this grant)
,ID00001346,not funded,OHSU,
,ID0000003481,Merz Pharmaceuticals GmbH,Industry,MRZ 60201-0433
,ID0000001220,NSABP,NIH,
,ID0000001875,BioMarin-Genzyme LLC,Industry,ALID-006-01
,ID00002438,"Morphotek, Inc.",Industry,
,ID0000002821,Unfunded,,
,ID0000002667,Unfunded,,
,ID0000001986,unfunded,,
,ID0000005225,OREGON TAX CHECK-OFF ALZHEIMER'S RESEARCH FUND,Foundation,
,ID0000001101,unfunded,Other,
,ID00005708,Josiah Macy Foundaiton,Foundation,
,ID0000000069,Jaeb Center for Health Research,NIH,"Diabetic Retinopathy Clinical Research Network, Protocol #2"
,ID00002113,The Oregon Tax Check-off Alzheimer's Research Fund,Other,
,ID00001383,Baxter Healthcare,Industry,HZ2-08-03
,00000662,Dr. Robert Steiner,Other,
,ID00002128,Schering-Plough Research Institute,Industry,
,ID0000002423,GI VIew,Industry,ARO 331
,ID0000001399,Dept of Orthopaedics and Rehabilitation,OHSU,
,ID0000000864,Unfunded,,
,ID0000001954,National Institute on Aging,NIH,1 P30 AG024978-01
,ID0000000361,National Institutes of Health,NIH,
,ID0000002102,Robert Wood Johnson Foundation,,
,ID0000003356,non-funded,,
,ID0000003110,NCCAM,NIH,Unfunded
,ID0000004097,Non-funded,Other,
,ID00003816,unfunded,OHSU,
,ID00000132,sanofi-aventis,Industry,
,ID0000001121,Valeant Pharmaceuticals,Industry,GGAST0040
,ID00000209,unfunded,Other,
,ID00005157,GlaxoSmithKline,Industry,
,ID0000001522,SAMHSA - CSAT,Other Federal,5 UD1 T1 13424-05
,ID0000000863,Southwest Oncology Group (SWOG),NIH,
,ID00001590,Unfunded,Other,
,ID0000001750,National Insitute of Mental Health,NIH,5R21MH063202-03
,ID0000001509,Unfunded,,
,ID00003872,Medtronic,Industry,
,ID0000001604,unfunded,,
,ID00002765,National Cancer Institute,NIH,
,ID0000003214,The Kinsman Foundation,Foundation,
,ID00003277,unfunded,Other,
,ID00003050,Non-funded,Other,
,ID00005046,OSLER TL1 Training Award,NIH,5TL1RR024159-05
,ID0000001527,"Stanford University, Novartis Pharmaceuticals, Inc",Industry,
,ID00001131,NIH-NEI,NIH,EY012239
,ID0000003004,"Vion Pharmaceuticals, Inc.",Industry,
,ID00004644,NIH via University of Rochester,NIH,
,ID00000134,Bracco Diagnostics,Industry,
,ID00002410,NIH/NHLBI,NIH,1RC01-HL100659
,ID0000000382,NSABP,Other,
,ID00000411,Massachusetts General Hospital,NIH,
,ID0000001874,Kaiser Foundation Research Institute (subcontracted from NIAAA),NIH,1R21AA12235-02
,ID0000002039,Genentech Inc.,Industry,
,00000992,Translational Research Initiative-Children's Hospital Cincinnati,Other,
,ID00002509,Southwest Oncology Group,NIH,
,ID0000001717,Northwest Marrow Transplant Program,,
,ID00001861,"Genentech, Inc. IRQ fee waived bill remaining services ",Industry,AVF3991n
,ID00002673,RAL1 Grant,NIH,
,ID00003442,NIA,NIH,2P30AG024978
,ID00000465,NIH,NIH,RFA-OD-07-001
,ID0000003296,Unfunded,,
,ID00004308,"TEI Biosciences, Inc.",Industry,
,ID00005092,unfunded,Other,
,ID0000005424,Unfunded,Other,
,ID0000001572,National Cancer Institute,NIH,K24 CA98442
,ID00000056,Alex's Lemonade Stand Foundation Grant ,Foundation,
,ID0000002605,Unfunded,,
,ID0000002721,Unfunded,,
,ID0000002581,Bristol-Myers Squibb CS,Industry,
,ID00000514,Unfunded,Other,
,ID00000004,Internal,Foundation,Fund #24382 Org 64811 Mission 11 Program 471
,ID0000001225,Southwest Oncology Group (SWOG),Other Federal,
,ID00003283,Unfunded,Other,
,ID0000002628,None,,None
,ID00001734,American Dental Association,Other,
,ID0000001143,NINR,NIH,
,ID0000000192,Unfunded,,
,ID0000000561,Astrazeneca,Industry,
,ID00002804,Unfunded,Other,
,ID0000003232,Tartar Grant,OHSU,
,ID00001240,Unfunded,Other,
,ID00002805,Cancer and Leukemia Group B,NIH,
,ID0000003336,Unfunded,,
,ID0000002608,HRSA HIV/AIDS Bureau,,
,ID0000002486,Unfunded,,
,ID00000785,unfunded,Other,
,ID0000005089,NIH,NIH,R01DK54488
,00000828,VA,Other,12756-261001
,ID0000001943,Pfizer,Industry,
,ID0000003228,OHSU Neurology Dept,Other,
,ID0000000234,"Aventis Pharmaceuticals, Inc.",Industry,HMR1964A/3505
,ID0000002705,Unfunded,,
,ID0000004759,Unfunde,Other,
,ID00002859,"Gilead Sciences, Inc",Industry,GS-US-205-0127
,ID00001762,Unfunded,Other,
,ID00003445,Pulsion Medical Systems,Industry,
,ID0000003571,Unfunded,,
,ID0000000842,VA Research Foundation temporary start-up funds,Other Federal,
,ID00002291,"Baxano, Inc.",Industry,
,ID0000002827,Iconix,Industry,
,ID0000002729,UNFUNDED,,
,ID0000000547,Genentech Inc.,Industry,U2971g
,ID00000175,Ardana Bioscience Ltd,Industry,ARD-0403-004
,ID00001564,Unfunded,Other,
,ID0000000423,Oregon Sinus Center Foundation--Department of Otolaryngology,Foundation,65140
,ID0000000549,Northwest Health Foundation,Foundation,10463
,ID0000003210,Unfunded,,
,ID00003464,None,Other,
,ID0000002324,Unfunded,,
,ID00002881,test,NIH,
,ID00000778,Gynecology Oncology Group,NIH,
,ID0000002007,Non-funded (internal),Other,
,ID0000003536,unfunded,,
,ID0000003018,GCRC ,Other Federal,
,ID0000002906,Centers for Medicare and Medicaid Services (CMS),Other Federal,
,ID00000394,Unfunded,Other,
,ID0000002765,Michael J. Fox Foundation ,Foundation,
,ID00000602,The Robert Wood Johnson Foundation ,Foundation,
,ID0000000658,NEI,NIH,
,ID0000001913,Unfunded,,
DR00002667,ID00011755,Regeneron Pharmaceuticals Inc,Industry,
,ID00004922,Atox Bio Ltd,Industry,Industry
,ID00003156,Cytonet GmbH & Co. KG,Industry,
,ID00007621,Childrens Hospital Los Angeles,Medical Center/Hospital,IRB fees waived for TACL Consortium studies
DR00000823,ID00007856,Acerta Pharma LLC,Industry,
,ID0000001434,GlaxoSmithKline,Industry,RM2004/00273/00
,ID0000002407,Unfunded,,
,ID0000001937,National Institutes of Health,NIH,GGAST0018A
,ID0000001730,unfunded,,
,ID0000000605,Synta Pharmaceuticals Corp.,Industry,4783-04
,ID0000002276,Internal Funding,OHSU,
,ID0000001697,COG,NIH,
,ID00002862,National Cancer Institute,NIH,
,ID00001332,Unfunded,Other,N/A
,ID0000003574,"NIH: National Heart, Lung and Blood Institute",NIH,P50 HL073996
,ID00000573,National Institute of Neurological Disorders and Stroke (NINDS),NIH,#1U10NS058940-01
,ID0000002323,American Heart Association ,Other Federal,0450040Z
,ID00000985,NIH,NIH,1R01 HD12345
,ID0000000506,NHLBI,NIH,5 U01 HL077873-02
,ID0000000208,Medtronic SofamorDanek,Industry,GNEUS0031
,ID0000000550,NEI,NIH,
,ID0000000113,unfunded,,
,00000649,Abbott Vascular,Industry,N/A
,ID0000000688,NIH/NIAMS,NIH,AR051124
,ID00001826,Unfunded,Other,
,ID00000954,Administration on Developmental Disability,Other Federal,
,ID0000002634,Genzyme Corp,Industry,AGLU02704
,ID0000001378,HRSA,Other Federal,D70MC0446901
,ID0000005402,Intel,Industry,
,ID0000000539,Covidien Prepaid ,Industry,pending
,ID0000005442,N.L. Tartar Trust,OHSU,
,ID00001746,"no funding needed, unfunded",Other,NA
,ID00000634,K2M,Industry,
,ID00001219,None,Other,
,ID00002488,Health Services Research Administration,Other Federal,D31HP08816
,ID0000001684,Pediatric Nephrology Division Funds,Other,
,ID00003888,Murdock,Foundation,
,ID0000003531,Medimmune,Industry,
,ID0000003847,Unfunded,,
,ID0000001637,Cell Therapeutics,Industry,
,ID00003081,Welch Allen,Industry,industry sponosred
,ID00011818,Kiadis Pharma,Industry,
DR00000894,IDM0002824,Corrona LLC,Industry,
DR00002521,ID00010553,Evalve Inc,Industry,
,ID00004682,ImClone Systems Corporation,Industry,
DR00000186,IDM0000767,Davol Inc,Industry,DVL-HE-011
,ID00012744,Array BioPharma Inc,Industry,
,ID00002135,"Takeda Pharmaceuticals North America, Inc",Industry,
,IDM0000722,OHSU Dept of OB/GYN,Foundation,
,ID00006499,OHSU Knight Cancer Institute,Foundation,GPEDI0656A (alias 90174534)
,ID00007015,Walter S. and Lucienne Driskill Foundation,Foundation,
,ID00006065,Asahi Kasei Pharma America Corp,Industry,3-001
,ID00006021,Sanofi-Aventis US,Industry,
,00001131,Bechen Family Foundation,Foundation,(Center for Women's Health donation)
DR00001513,IDM0002573,BioMarin Pharmaceutical Inc,Industry,165-302
DR00000038,IDM0002573,BioMarin Pharmaceutical Inc,Industry,165-302
,ID00004578,Merz North America Inc,Industry,MUS60201 4073 1
,IDM0002793,Society of Family Planning (SFP),Foundation,
DR00002181,ID00007233,AbbVie Inc,Industry,
,IDM0000309,AbbVie Inc,Industry,
DR00001301,ID00002689,TG Therapeutics Inc,Industry,
,ID00011013,DHHS Agency for Hlthcare Rsch and Quality,Federal,
,IDM0001158,DHHS Agency for Hlthcare Rsch and Quality,Federal,1 R01 HSO 15321-01
,ID00002089,Pfizer,Industry,
,ID00002501,Unfunded,Other,
,ID00001418,Unfunded,Other,
,ID00003022,Innovia Skincare Corporation,Industry,
,ID00000215,Pediatric Oncology,OHSU,
,ID0000000719,Unfunded,,
,ID00004731,Unfunded,Other,NA
,ID00001594,Unfunded,Other,
,ID0000001403,Unfunded,,
,ID0000001078,Britol-Myers SquibbCompany,Industry,CA180-013
,ID0000000629,NINR,NIH,R01 NR 05266
,ID00004641,NIH (Pending),NIH,R01-HD069675
,ID00000366,OHSU,OHSU,
,ID0000002246,Internally Funded,Other,
,ID0000002520,Unfunded,,
,ID0000001627,Unfunded,,
,ID00003006,Unfunded,Other,
,ID0000001825,Novartis,Industry,
,ID0000003887,internal,OHSU,
,ID00005394,NIA,NIH,P30AG008017
,ID0000001843,U of Washington Childrens Hospital Regional Hospital ,NIH,no1 hd33345
,ID0000000779,Non Funded,,
,00001269,VA RR&D,Other Federal,pending
,ID00000700,"Centocor, Inc.",Industry,
,ID00000707,None,Other,
,ID00002193,Unfunded,Other,
,ID00003220,unfunded,Other,
,ID00002598,Unfunded,Other,
,ID00001650,unfunded,OHSU,
,ID0000000963,Sepracor Inc.,Industry,
,ID00003740,Unfunded,Other,
,ID00005614,Unfunded,Other,
,ID00000454,"Endo Pharmaceuticals, Inc",Industry,
,ID0000001466,Unfunded,OHSU,
,ID0000002161,non-funded,,
,ID0000002378,Synthes/AO Foundation,Foundation,
,ID00004014,Novartis,Industry,
,ID00001412,Philips Healthcare North America/INDUSTRY,Industry,
,ID0000001505,Unfunded,,
,ID00004074,Unfunded,Other,n/a
,ID0000001381,NIH,NIH,
,ID00000397,unfunded,OHSU,
,ID00004397,Unfunded,Other,
,ID0000001257,K-12,NIH,
,00001149,none,Other,
,ID00000430,"Graceway Pharmaceuticals, LLC",Industry,GW01-0704
,ID00000319,Dirac,Other,
,ID0000000486,Medical Research Foundation at OHSU,OHSU,Unfunded
,ID00002207,Clinical Trials Support Unit,Other Federal,
,ID00004168,ICBP,NIH,U54CA112970
,00000393,Northwest Health Foundation,Foundation,grant number 15002
,ID00001868,Unfunded,Other,
,ID0000002411,Seattle VAMC,Other Federal,
,ID0000001129,unfunded,,
,ID0000005257,"Forest Research Institute, Forest Laboratories, Inc.",Industry,
,00001879,National Institutes of Health,NIH,
,ID0000003217,unfunded,,
,ID00004030,Internal,OHSU,
,ID00003115,Internally funded,OHSU,
,ID00004678,unfunded,Other,
,ID0000001504,unfunded,,
,ID00002530,unfunded,Other,
,ID0000001703,Genentech Inc. & Novartis AG ,Industry,
,ID0000000128,Gynecologic Oncology Group (GOG),Other Federal,
,ID0000002093,GlaxoSmithKline ,Industry,
,ID0000002465,Unfunded,,
,ID0000005206,Unfunded,Other,
,ID00002421,Unfunded,Other,
,ID0000000815,unfunded,,
,ID0000001103,Unfunded,,
,ID0000003221,"TEVA Pharmaceutical Industries, Ltd.",Industry,GA/9016
,ID00000157,NIH/NEI,NIH,
,ID00004007,unfunded,Other,
,ID0000001915,Unfunded,,
,ID0000002416,unfunded,,
,ID0000001784,Children's Hospital and Regional Medical Ctr,Foundation,EPIC 001
,ID0000001157,NIH,NIH,
,ID00003684,Unfunded,Other,
,ID00001181,NIH,NIH,
,ID0000002458,"Berlex, Inc",Industry,306947
,ID00000040,Genmab,Industry,
,ID0000004321,Novartis,Industry,CAGO178A2304
,ID00001756,Duke University,Other,A1067854-04
,ID00001067,Roche Laboratories Inc.,Industry,
,ID00007326,Natl Multiple Sclerosis Society,Foundation,
,ID0000001302,"Kyowa Pharmaceutical, Inc.",Industry,KW-6002-US-025
DR00002530,ID00009473,"Astellas Pharma US, Inc (formerly Fujisawa Hlthcare, Inc.)",Industry,
DR00001607,ID00009473,"Astellas Pharma US, Inc (formerly Fujisawa Hlthcare, Inc.)",Industry,
DR00002451,ID00006370,Incyte Corporation,Industry,
DR00002166,IDM0002428,Pfizer Inc,Industry,
,ID00012801,Ophthotech Corp,Industry,
,ID00001913,"Celator Pharmaceuticals, Inc.",Industry,
,ID0000001281,unfunded,,
,ID00000286,Exelixis,Industry,
,ID0000004275,Unfunded,Other,
,ID0000003246,GlaxoSmithKline Pharmaceuticals,Industry,
,ID0000002723,Unfunded,,
,IDM0000523,Northwest Hlth Fnd,Foundation,
DR00000969,IDM0000433,Pfizer Inc,Industry,
,ID00002561,IPSEN PHARMA,Industry,
,00002545,Oregon Clinical and Translational Research Institute,OHSU,
,ID0000001802,Unfunded,,
,ID0000001191,Friends of Doernbecher,Foundation,
,ID00002632,Pfizer Inc,Industry,
,ID00003845,DHHS NIH Natl Eye Inst,Federal,R21 EY027079
,ID00004831,Unfunded,OHSU,
,ID00005527,"Outcome Sciences, Inc (A Quintiles Company)",Industry,
,ID0000005076,"Sirion Therapeutics, Inc.",Industry,
,ID0000003148,Pfizer Pharmaceuticals,Industry,
,ID00004177,Pennsylvania State University,Academic Institution/Univ,
,IDM0000279,Amgen Inc,Industry,
,IDM0000451,Natl Childhood Cancer Fnd,Foundation,
,IDM0001102,Natl Childhood Cancer Fnd,Foundation,9003607
,ID0000005419,OCTRI,Other Federal,
,ID0000000373,Unfunded,,
,ID00001526,"Novo Nordisk, Inc.",Industry,
,ID00007840,NIH Office of Research on Women's Health,Federal,
,ID00011320,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,
,ID00006146,OHSU Knight Cancer Institute,Foundation,
,IDM0002769,Galena Biopharma Inc,Industry,
,ID00006760,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,1R01NS080645-01A1
,ID00005263,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,
,ID00001916,DHHS NIH Natl Inst of Neuro Disorders & Stroke,Federal,
,ID00008173,Hartford Center of Gerontological Nursing Excellence at OHSU,Academic Institution/Univ,
,ID00005120,VGTI FL,Other,
,ID0000001418,Novartis Pharmaceuticals,Industry,CSTI571A 0109
,ID0000003509,NIH RO3,NIH,1 R03 HD053611 01
,ID00005336,Int'l Assn for the Study of Pain (IASP),Foundation,
,ID00008176,Stanford Univ.,Academic Institution/Univ,
,ID00002041,Corcept Therapeutics,Industry,
,ID00000889,Musculoskeletal Transplant Foundation,Foundation,
