eCRIS Contract Nbr,Contract Type,Workflow State From,State Entry Dt,Workflow State To,State Exit Dt
DR00001289,Amendment,Agreement Received (Waiting for Data Entry),2016-02-23 20:26:28,Agreement Uploaded/ Waiting for Negotiation,2016-02-23 20:26:29
DR00001051,Contract,In External Review,2015-10-15 21:39:30,Waiting for IRB Approval of Study,2015-12-17 16:00:33
DR00000880,Amendment,Waiting for OHSU Signatures,2015-09-09 22:08:13,Waiting for Sponsor Signature,2015-09-22 17:19:08
DR00000784,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000744,Contract,Negotiation In Process,2015-07-17 22:45:37,In External Review,2015-07-17 22:47:58
DR00000674,Confidentiality Agreement,Waiting for OHSU Signatures,2015-03-03 17:16:05,CDA Fully Executed,2015-03-04 18:28:35
DR00000842,Confidentiality Agreement,Negotiation In Process,2015-06-17 21:20:39,In External Review,2015-06-17 21:22:01
DR00000248,Contract,Pending SPA setup,2014-10-29 21:59:43,OGA Setup Complete,2014-11-06 12:00:06
DR00000911,Contract,Waiting for OHSU Signatures,2015-08-28 00:47:45,Pending SPA setup,2015-09-01 19:14:37
DR00000344,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2014-07-02 19:28:00,Negotiation In Process,2014-07-02 20:18:34
DR00001371,Contract,Agreement Uploaded/ Waiting for Negotiation,2016-04-05 20:38:43,Negotiation In Process,2016-04-06 16:47:21
DR00001398,Amendment,Agreement Uploaded/ Waiting for Negotiation,2016-04-15 20:57:36,Negotiation In Process,2016-04-21 21:49:32
DR00000422,Confidentiality Agreement,Negotiation Complete,2014-10-17 23:57:25,Waiting for Final Agreement from Sponsor,2014-10-17 23:57:29
DR00001942,Confidentiality Agreement,Negotiation Complete,2017-02-02 00:08:56,Waiting for Sponsor Signature,2017-02-07 19:08:17
DR00000774,Confidentiality Agreement,Negotiation Complete,2015-05-05 20:10:09,Waiting for Sponsor Signature,2015-05-05 20:27:00
DR00002522,Confidentiality Agreement,In External Review,2017-11-06 19:01:09,Withdrawn,2017-12-06 22:02:55
DR00002777,Amendment,Agreement Received (Waiting for Data Entry),2018-02-23 19:51:57,Agreement Uploaded/ Waiting for Negotiation,2018-02-23 19:51:57
DR00002309,Contract,Agreement Received (Waiting for Data Entry),2017-07-20 21:35:29,Agreement Uploaded/ Waiting for Negotiation,2017-07-20 21:37:30
DR00000406,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2014-08-27 17:15:56,Agreement Uploaded/ Waiting for Negotiation,2014-08-27 17:15:56
DR00001452,Contract,Negotiation In Process,2016-07-06 16:44:07,In External Review,2016-08-05 21:51:46
DR00000858,Contract,Waiting for Sponsor Signature,2015-11-03 22:25:55,Pending SPA setup,2015-11-05 18:19:02
DR00001517,Confidentiality Agreement,Waiting for Sponsor Signature,2016-06-24 20:19:17,CDA Fully Executed,2016-07-01 22:43:26
DR00001228,Contract,Waiting for Sponsor Signature,2016-05-09 16:41:56,Pending SPA setup,2016-05-09 22:53:13
DR00001560,Confidentiality Agreement,Waiting for Final Agreement from Sponsor,2016-10-20 21:42:02,CDA Fully Executed,2016-10-28 16:38:09
DR00001925,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2017-01-17 22:04:47,Negotiation In Process,2017-01-20 23:09:34
DR00002747,Contract,Agreement Uploaded/ Waiting for Negotiation,2018-02-07 19:57:51,Negotiation In Process,2018-02-07 22:17:56
DR00001096,Amendment,Agreement Uploaded/ Waiting for Negotiation,2015-11-02 21:12:41,Negotiation In Process,2015-11-03 17:10:25
DR00000449,Contract,Waiting for Final Agreement from Sponsor,2016-07-05 21:57:47,Waiting for OHSU Signatures,2016-07-06 20:42:45
DR00000201,Confidentiality Agreement,Negotiation Complete,2014-03-20 23:46:01,Waiting for Sponsor Signature,2014-03-24 23:07:37
DR00001624,Confidentiality Agreement,Negotiation Complete,2016-08-19 20:57:34,Waiting for Final Agreement from Sponsor,2016-08-19 21:04:08
DR00000143,Confidentiality Agreement,Waiting for Sponsor Signature,2014-02-19 22:24:45,CDA Fully Executed,2014-02-19 22:25:48
DR00000416,Confidentiality Agreement,Waiting for Final Agreement from Sponsor,2014-09-10 00:20:53,CDA Fully Executed,2014-09-10 21:21:50
DR00001816,Confidentiality Agreement,Negotiation Complete,2016-11-15 17:23:32,CDA Fully Executed,2016-11-15 17:24:02
DR00001522,Contract,Negotiation In Process,2016-06-28 20:10:28,Waiting for IRB Approval of Study,2016-06-29 14:27:09
DR00002486,Contract,Agreement Uploaded/ Waiting for Negotiation,2017-11-19 23:38:05,Negotiation In Process,2018-01-19 22:14:35
DR00001047,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2015-09-29 21:11:07,Negotiation In Process,2015-10-01 19:48:18
DR00000064,Contract,Waiting for Sponsor Signature,2014-08-13 17:47:31,Pending SPA setup,2014-08-14 21:05:25
DR00000840,Confidentiality Agreement,Waiting for Sponsor Signature,2015-06-29 23:42:16,CDA Fully Executed,2015-06-30 21:03:46
DR00000549,Contract,IRB and Budget Approved,2015-02-02 19:52:01,Pending SPA setup,2015-02-02 19:55:27
DR00000520,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2014-11-11 17:34:08,Negotiation In Process,2014-11-14 17:58:16
DR00001217,Confidentiality Agreement,In External Review,2016-02-01 17:39:56,Negotiation Complete,2016-02-01 18:45:26
DR00002675,Contract,Agreement Received (Waiting for Data Entry),2018-01-17 17:57:13,Agreement Uploaded/ Waiting for Negotiation,2018-01-17 17:59:12
DR00001936,Amendment,Agreement Received (Waiting for Data Entry),2017-01-24 18:36:14,Agreement Uploaded/ Waiting for Negotiation,2017-01-24 18:36:15
DR00002440,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2017-09-26 21:22:06,Agreement Uploaded/ Waiting for Negotiation,2017-09-26 21:22:06
DR00002852,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2018-03-23 18:42:31,Agreement Uploaded/ Waiting for Negotiation,2018-03-23 18:42:31
DR00000069,Confidentiality Agreement,In External Review,2013-12-04 18:13:45,Negotiation Complete,2013-12-10 22:28:28
DR00001638,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-08-23 22:12:17,Agreement Uploaded/ Waiting for Negotiation,2016-08-23 22:12:18
DR00001880,Contract,Agreement Received (Waiting for Data Entry),2016-12-16 22:13:23,Agreement Uploaded/ Waiting for Negotiation,2016-12-16 22:16:25
DR00001767,Amendment,Agreement Received (Waiting for Data Entry),2016-10-20 16:23:31,Agreement Uploaded/ Waiting for Negotiation,2016-10-20 16:23:32
DR00002135,Amendment,Agreement Uploaded/ Waiting for Negotiation,2017-04-28 21:40:51,Negotiation In Process,2017-05-16 19:51:34
DR00001673,Contract,Waiting for Sponsor Signature,2017-01-30 20:11:57,Pending SPA setup,2017-02-03 21:59:00
DR00000394,Amendment,Negotiation In Process,2014-08-18 17:49:32,Negotiation Complete,2014-09-03 23:49:58
DR00000841,Contract,Waiting for IRB Approval of Study,2015-07-16 00:15:28,Waiting for OHSU Signatures,2015-07-16 00:24:09
DR00000812,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000703,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000302,Confidentiality Agreement,Negotiation In Process,2014-05-23 20:55:14,Negotiation Complete,2014-05-27 16:12:36
DR00001437,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000550,Contract,Waiting for Sponsor Signature,2015-04-06 17:09:17,Pending SPA setup,2015-04-09 17:17:42
DR00000833,Contract,Waiting for Sponsor Signature,2015-11-11 18:56:13,Pending SPA setup,2015-11-25 19:23:21
DR00000275,Contract,Agreement Uploaded/ Waiting for Negotiation,2014-05-06 17:41:26,Negotiation In Process,2014-05-12 16:20:01
DR00002508,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2017-10-27 19:25:30,Negotiation In Process,2017-11-02 18:12:51
DR00002562,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2017-11-17 00:34:13,Negotiation In Process,2017-11-17 22:28:29
DR00000133,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2014-02-03 23:46:12,Negotiation In Process,2014-02-05 00:24:28
DR00001545,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-07-08 19:23:37,Agreement Uploaded/ Waiting for Negotiation,2016-07-08 19:23:37
DR00002120,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000266,Contract,Waiting for Sponsor Signature,2014-10-16 17:06:04,Pending SPA setup,2014-10-17 21:35:04
DR00002336,Confidentiality Agreement,Waiting for Sponsor Signature,2017-08-31 16:38:48,CDA Fully Executed,2017-08-31 16:40:11
DR00000352,Contract,Waiting for Sponsor Signature,2015-04-14 23:26:31,Pending SPA setup,2015-04-24 23:04:21
DR00000903,Confidentiality Agreement,Waiting for Sponsor Signature,2015-09-10 20:35:20,CDA Fully Executed,2015-10-12 19:06:29
DR00001666,Amendment,Waiting for Sponsor Signature,2016-10-20 23:47:54,Amendment Fully Executed,2016-10-27 21:03:39
DR00000278,Confidentiality Agreement,Waiting for Sponsor Signature,2014-05-28 21:31:53,CDA Fully Executed,2014-06-16 16:19:46
DR00001993,Amendment,Negotiation Complete,2017-02-21 22:31:16,Amendment Fully Executed,2017-02-27 16:40:46
DR00000252,Contract,Waiting for Sponsor Signature,2014-09-22 18:19:17,Pending SPA setup,2014-10-02 15:48:16
DR00001455,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2016-05-13 22:58:45,Negotiation In Process,2016-05-24 17:30:10
DR00002047,Subcontract,Agreement Uploaded/ Waiting for Negotiation,2017-03-17 20:36:10,Negotiation In Process,2017-05-22 18:39:09
DR00002127,Subcontract,In External Review,2017-05-11 18:43:14,Agreement On Hold,2018-02-21 22:25:42
DR00001322,Contract,Agreement Received (Waiting for Data Entry),2016-03-09 21:40:30,Agreement Uploaded/ Waiting for Negotiation,2016-03-09 21:44:50
DR00000724,Amendment,In External Review,2015-04-01 20:05:05,Negotiation Complete,2015-04-24 17:22:29
DR00001128,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2015-11-17 16:47:25,Agreement Uploaded/ Waiting for Negotiation,2015-11-17 16:47:26
DR00001393,Confidentiality Agreement,Agreement Received (Waiting for Data Entry),2016-04-14 19:28:50,Agreement Uploaded/ Waiting for Negotiation,2016-04-14 19:28:50
DR00001928,Confidentiality Agreement,In External Review,2017-01-24 20:55:12,Negotiation Complete,2017-03-21 18:28:46
DR00000894,Contract,Waiting for IRB Approval of Study,2016-07-08 17:34:06,Waiting for OHSU Signatures,2016-07-08 17:40:06
DR00001938,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2017-01-25 18:10:27,Negotiation In Process,2017-01-25 18:11:40
DR00000703,Confidentiality Agreement,Waiting for Sponsor Signature,2015-03-25 21:35:36,Withdrawn,2015-04-27 23:11:48
DR00001003,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2015-09-01 22:08:59,Negotiation In Process,2015-09-01 23:29:10
DR00002430,Contract,Agreement Uploaded/ Waiting for Negotiation,2017-09-21 18:52:28,Negotiation In Process,2017-10-27 22:04:36
DR00002402,Amendment,Agreement Uploaded/ Waiting for Negotiation,2017-09-01 16:01:27,Negotiation In Process,2017-12-28 19:28:28
DR00000110,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2013-12-17 00:15:20,Negotiation In Process,2013-12-18 00:40:44
DR00001349,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2016-03-24 23:45:42,Negotiation In Process,2016-03-29 21:06:05
DR00002437,Contract,Agreement Uploaded/ Waiting for Negotiation,2017-09-26 17:49:25,Negotiation In Process,2018-02-20 20:45:23
DR00000404,Contract,Pending SPA setup,2015-12-21 19:41:08,OGA Setup Complete,2016-01-01 12:00:23
DR00000758,Confidentiality Agreement,Initial,,Agreement Uploaded/ Waiting for Negotiation,
DR00000005,Contract,Pending SPA setup,2014-03-14 21:03:50,OGA Setup Complete,2014-03-19 11:00:05
DR00000611,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2015-01-28 23:05:28,Negotiation In Process,2015-01-29 00:55:51
DR00002552,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2017-11-14 19:51:29,Negotiation In Process,2017-11-17 21:31:17
DR00002676,Confidentiality Agreement,Negotiation Complete,2018-01-18 15:42:00,CDA Fully Executed,2018-01-18 15:42:36
DR00001991,Amendment,Waiting for Sponsor Signature,2017-03-07 18:42:31,Amendment Fully Executed,2017-03-20 23:15:10
DR00001615,Contract,In External Review,2016-09-02 19:15:44,In OHSU Review,2016-09-08 16:48:32
DR00000488,Contract,Waiting for Final Agreement from Sponsor,2014-12-17 17:59:01,Waiting for OHSU Signatures,2015-01-27 18:23:19
DR00000950,Contract,IRB and Budget Approved,2015-11-10 21:45:37,Waiting for OHSU Signatures,2015-11-10 21:53:58
DR00002583,Confidentiality Agreement,Waiting for Sponsor Signature,2017-12-08 20:34:38,CDA Fully Executed,2017-12-12 20:28:13
DR00001217,Confidentiality Agreement,Negotiation Complete,2016-02-01 18:45:26,CDA Fully Executed,2016-02-08 19:17:49
DR00000101,Confidentiality Agreement,Negotiation Complete,2014-01-21 21:28:14,Waiting for Final Agreement from Sponsor,2014-01-21 21:28:22
DR00001619,Confidentiality Agreement,Negotiation Complete,2016-08-31 17:47:35,Waiting for Final Agreement from Sponsor,2016-08-31 18:14:59
DR00001774,Confidentiality Agreement,In External Review,2016-10-22 18:27:10,In OHSU Review,2016-10-25 20:31:06
DR00001578,Confidentiality Agreement,In External Review,2016-08-08 17:07:01,In OHSU Review,2016-08-12 16:58:25
DR00002502,Contract,In External Review,2018-03-24 01:57:42,In OHSU Review,2018-03-28 14:39:01
DR00001736,Amendment,Waiting for Final Agreement from Sponsor,2016-12-03 02:04:52,Withdrawn,2018-02-12 22:44:21
DR00001212,Confidentiality Agreement,Negotiation Complete,2016-01-29 22:55:09,Waiting for Sponsor Signature,2016-01-29 23:47:14
DR00002769,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00000534,Confidentiality Agreement,Negotiation Complete,2015-01-30 23:54:14,Waiting for Sponsor Signature,2015-01-31 00:28:58
DR00001365,Confidentiality Agreement,Negotiation Complete,2016-05-04 16:09:00,Waiting for Final Agreement from Sponsor,2016-05-04 16:09:05
DR00000937,Confidentiality Agreement,Negotiation Complete,2015-07-30 23:55:35,CDA Fully Executed,2015-10-26 21:31:16
DR00000458,Contract,Agreement Uploaded/ Waiting for Negotiation,2014-09-24 21:52:07,Negotiation In Process,2014-10-14 21:58:21
DR00000899,Amendment,Negotiation Complete,2015-09-28 21:36:30,Waiting for Final Agreement from Sponsor,2015-09-28 21:36:34
DR00000394,Amendment,Negotiation Complete,2014-09-03 23:49:58,Waiting for Sponsor Signature,2014-09-03 23:59:18
DR00000504,Contract,IRB and Budget Approved,2014-12-17 18:12:07,Waiting for Final Agreement from Sponsor,2014-12-17 18:12:12
DR00000380,Confidentiality Agreement,Negotiation Complete,2014-08-14 16:37:22,Waiting for Final Agreement from Sponsor,2014-08-14 16:37:27
DR00001262,Confidentiality Agreement,Negotiation Complete,2016-04-27 22:49:37,Waiting for Sponsor Signature,2016-05-02 20:17:05
DR00000776,Contract,In External Review,2015-08-12 17:34:02,In OHSU Review,2015-08-26 19:44:22
DR00001509,Contract,Waiting for Sponsor Signature,2017-01-19 23:31:23,Pending SPA setup,2017-01-30 23:22:15
DR00000361,Contract,Waiting for Sponsor Signature,2014-10-13 21:58:13,Pending SPA setup,2014-10-15 21:30:22
DR00001819,Contract,Waiting for Sponsor Signature,2018-02-22 20:42:28,Pending SPA setup,2018-02-22 20:47:53
DR00001861,Confidentiality Agreement,Waiting for Sponsor Signature,2016-12-13 20:50:00,CDA Fully Executed,2016-12-13 21:09:37
DR00001075,Contract,Agreement Uploaded/ Waiting for Negotiation,2015-10-21 18:57:35,Negotiation In Process,2015-11-20 22:31:45
DR00000201,Confidentiality Agreement,Negotiation Complete,2014-03-20 22:22:46,Negotiation In Process,2014-03-20 23:45:28
DR00000432,Contract,Negotiation Complete,2014-10-09 22:01:26,Waiting for OHSU Signatures,2014-10-09 22:04:02
DR00000410,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2014-08-29 19:24:51,Negotiation In Process,2014-08-29 20:37:11
DR00001416,Confidentiality Agreement,Waiting for Final Agreement from Sponsor,2016-04-26 23:19:23,Waiting for OHSU Signatures,2016-05-03 19:45:44
DR00001178,Amendment,Negotiation In Process,2016-01-05 22:39:04,In External Review,2016-01-05 22:43:27
DR00001909,Contract,Negotiation In Process,2017-01-23 19:31:00,In External Review,2017-01-23 19:31:52
DR00001143,Confidentiality Agreement,Negotiation In Process,2015-12-07 17:06:17,In External Review,2015-12-07 19:03:52
DR00000555,Confidentiality Agreement,Negotiation In Process,2014-12-03 17:49:30,In External Review,2014-12-03 19:57:05
DR00000971,Contract,Initial,,Agreement Received (Waiting for Data Entry),
DR00001667,Confidentiality Agreement,Negotiation In Process,2016-09-09 22:51:02,In External Review,2016-09-09 23:21:32
DR00000211,Contract,Pending SPA setup,2014-09-10 21:47:38,OGA Setup Complete,2014-09-18 11:00:04
DR00001140,Contract,Agreement Uploaded/ Waiting for Negotiation,2015-11-30 18:26:11,Withdrawn,2015-12-21 20:34:11
DR00001849,Amendment,Agreement Uploaded/ Waiting for Negotiation,2016-12-03 00:13:03,Negotiation In Process,2016-12-03 01:57:27
DR00000448,Confidentiality Agreement,Negotiation Complete,2014-11-19 21:24:12,Waiting for OHSU Signatures,2014-11-19 21:35:48
DR00000407,Contract,IRB and Budget Approved,2015-03-23 22:07:49,Waiting for OHSU Signatures,2015-03-23 22:11:47
DR00001840,Contract,Agreement Uploaded/ Waiting for Negotiation,2016-11-29 21:14:49,Negotiation In Process,2016-12-03 02:14:28
DR00001052,Confidentiality Agreement,Negotiation Complete,2015-10-15 22:13:29,Waiting for Sponsor Signature,2015-10-22 15:56:02
DR00000444,Contract,Waiting for Final Agreement from Sponsor,2015-02-04 21:12:07,Waiting for OHSU Signatures,2015-02-05 21:11:58
DR00002112,Contract,Agreement Uploaded/ Waiting for Negotiation,2017-04-21 00:19:40,Negotiation In Process,2017-04-24 16:00:14
DR00001846,Confidentiality Agreement,Agreement Uploaded/ Waiting for Negotiation,2016-12-01 23:20:30,Negotiation In Process,2016-12-05 23:58:01
DR00000992,Amendment,Negotiation Complete,2015-10-13 20:25:04,Negotiation In Process,2015-10-13 20:30:25
DR00000795,Contract,In External Review,2015-07-29 20:02:19,In OHSU Review,2015-08-14 19:09:57
