eCRIS Contract Nbr,IRB Nbr,CRS Study Nbr,Contract Type,Contract Name,Study Sponsor,Master Agreement Flag,Template Agreement Flag,Contract Funding Mechanism,Originating Agency,Preaward Contact,Principal Investigator,Subcontractee,Contract Status,Contract Status Change Dt,Executed Dt,Negotiation Complete Dt,Negotiation Start Dt,Created Dt,Pending SPA Setup Dt,Hold Time,Industrial Acct Nbr,CT.gov Primary Completion Dt,CT.gov Study Completion Dt,OHSU Multicenter Study Flag,Study Type,Award Org Name,Study Phase,Drug - IND,Ongoing Study Flag,Clinical Services Flag,Drug Study Flag,PI Initiated Flag,OHSU PI is Lead PI Flag,IRB Approval Dt,IRB Expiration Dt,Review Category,IRB Status Change Dt,IRB Termination Dt,Cancer Study Flag,IRB Study Submitted Dt,Clinical Trial Flag,Prospective Consent Flag
,IRB00008020,CRS00000826,,,,,,,,,,,,,,,,,,,100098131,,,No,,SM.Neu Stroke,Phase 2,Yes,Yes,Yes,Yes,No,No,2011-12-22 08:00:00,2016-03-18 18:54:00,Full Board,2016-03-18 18:54:00,,No,2011-12-05 15:01:45,No,No
,STUDY00018314,CRS00003814,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,No,No,No,,,,2018-03-22 00:27:00,,No,2018-03-15 22:04:50,No,Yes
,STUDY00015494,CRS00002318,,,,,,,,,,,,,,,,,,,100096076,,,No,Interventional,,N/A,Yes,No,Yes,Yes,No,No,2016-07-11 07:00:00,2019-02-09 08:00:00,Waived,2016-07-11 22:26:00,,No,2016-03-05 18:54:07,Yes,Yes
,,CRS00000036,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,Yes,No,,Yes,No,No,,,,,,,,,
,STUDY00018371,CRS00003815,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2018-03-20 07:00:00,,,2018-03-20 20:40:00,,No,2018-03-15 22:27:57,No,Yes
,IRB00006409,CRS00000731,,,,,,,,,,,,,,,,,,,700006409,,,No,,SM.Knight Comm Onc Clin Trials,Phase 3,No,Yes,Yes,No,No,No,2010-04-30 07:00:00,2015-04-05 07:00:00,Waived,2014-06-19 19:44:43,2014-06-19 07:00:00,Yes,2010-04-26 12:38:25,,No
,STUDY00016490,CRS00002758,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2016-10-07 07:00:00,2017-10-06 07:00:00,Expedited,2017-10-08 07:00:00,,No,2016-09-20 19:58:24,No,No
,,CRS00000935,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00008324,CRS00000734,,,,,,,,,,,,,,,,,,,700008324,,,No,,SM.Knight Comm Onc Clin Trials,Phase 3,No,Yes,Yes,No,No,No,2012-03-26 07:00:00,2016-02-22 21:19:00,Waived,2016-02-22 21:19:00,,Yes,2012-03-09 14:06:42,No,No
,,CRS00001217,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,Phase 3,No,No,No,No,No,No,,,,,,,,,
,,CRS00003480,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,,No,No,No,,,,,,,,,
,IRB00002931,CRS00000797,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.PA AP Troxell,N/A,No,Yes,No,No,Yes,No,2006-08-31 07:00:00,2018-07-16 07:00:00,Expedited,2017-07-17 16:05:00,,Yes,2006-07-28 15:07:58,No,No
,IRB00006136,CRS00000777,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.SURG Surgical Oncology,N/A,No,Yes,No,No,Yes,No,2010-03-22 07:00:00,2019-01-21 08:00:00,Expedited,2017-10-28 07:02:00,,Yes,2010-01-26 11:07:22,No,No
,IRB00003721,CRS00001300,,,,,,,,,,,,,,,,,,,100098496,,,No,,SM.Surg Dept of Surg,N/A,No,Yes,Yes,No,No,No,2007-12-06 08:00:00,2019-01-30 08:00:00,Full Board,2017-03-08 23:08:00,,No,2007-08-08 17:20:32,No,No
,,CRS00003222,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,,CRS00003306,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00009115,CRS00000605,,,,,,,,,,,,,,,,,,,100097264,,,No,,SM.Peds Hemonc,Phase 2,Yes,Yes,Yes,Yes,No,No,2013-07-26 07:00:00,2017-05-01 18:52:00,Full Board,2017-05-01 18:52:00,,Yes,2013-06-27 14:26:26,Yes,Yes
,STUDY00018245,CRS00003779,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,2018-03-06 19:46:00,,Yes,2018-02-22 04:08:55,No,Yes
,,CRS00002289,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,,No,No,No,,,,,,,,,
,IRB00007691,CRS00000841,,,,,,,,,,,,,,,,,,,100098052,,,No,Interventional,,N/A,Yes,No,Yes,Yes,No,No,2012-01-06 08:00:00,2016-10-15 07:00:00,Full Board,2016-10-16 07:00:00,,No,2011-12-22 14:04:33,No,Yes
,IRB00010830,CRS00000872,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,Expedited,2015-07-29 02:13:07,,Yes,2014-07-07 11:37:09,,No
,IRB00006716,CRS00000674,,,,,,,,,,,,,,,,,,,700006716,,,No,,SM.Peds Hemonc,N/A,No,Yes,Yes,No,No,No,2010-09-20 07:00:00,2018-06-08 07:00:00,Expedited,2017-11-09 20:27:00,,Yes,2010-08-14 21:49:51,No,Yes
,IRB00011407,CRS00001478,,,,,,,,,,,,,,,,,,,100096673,,,No,Interventional,,Phase 2,Yes,No,Yes,Yes,No,No,2015-03-31 07:00:00,2019-01-15 08:00:00,Full Board,2017-11-01 07:01:00,,No,2015-03-05 10:57:12,Yes,Yes
,IRB00009406,CRS00000945,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,Yes,No,No,Yes,No,,2019-02-06 08:00:00,Expedited,2018-02-15 03:03:00,,Yes,2013-02-11 13:10:33,No,No
,IRB00001284,CRS00001058,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Pediatric Neurology,N/A,No,Yes,Yes,No,Yes,No,2005-09-08 07:00:00,2018-12-27 08:00:00,Expedited,2017-11-08 08:02:00,,Yes,2005-07-21 09:57:58,No,No
,STUDY00016865,CRS00002915,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-04-28 07:00:00,2018-04-27 07:00:00,Expedited,2017-04-28 15:58:00,,No,2017-01-24 19:55:36,No,Yes
,IRB00010467,CRS00000153,,,,,,,,,,,,,,,,,,,700010467,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2014-05-15 07:00:00,2019-02-05 08:00:00,Expedited,2017-10-17 22:41:00,,No,2014-03-21 14:29:56,No,No
,STUDY00016510,CRS00002742,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2016-10-05 07:00:00,2017-08-30 20:26:00,Expedited,2017-08-30 20:26:00,,Yes,2016-09-30 00:12:48,No,No
,IRB00004079,CRS00000467,,,,,,,,,,,,,,,,,,,100098591,,,No,,SM.Peds Hemonc,Phase 3,No,Yes,Yes,Yes,No,No,2008-01-29 08:00:00,2018-04-24 07:00:00,Full Board,2017-11-09 20:07:00,,Yes,2007-11-15 01:05:46,No,No
,IRB00011280,CRS00001433,,,,,,,,,,,,,,,,,,,700011280,,,No,Expanded Access,,N/A,Yes,No,Yes,Yes,Yes,No,2014-12-18 08:00:00,2015-12-17 08:00:00,Full Board,2015-02-23 16:58:43,2015-02-23 08:00:00,Yes,2014-12-11 12:03:28,,Yes
,,CRS00002749,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,,,,,,
,IRB00010103,CRS00000058,,,,,,,,,,,,,,,,,,,100097164,,,No,Interventional,SM.OB/GYN Clinical Research,N/A,No,No,Yes,Yes,Yes,No,2014-02-28 08:00:00,2016-12-20 15:34:00,Full Board,2016-12-20 15:34:00,,No,2014-01-16 18:58:16,No,Yes
,IRB00001422,CRS00000248,,,,,,,,,,,,,,,,,,,,,,Yes,,SM.Knight Clinical Trials,Phase 3,No,Yes,Yes,No,No,No,2001-09-05 07:00:00,2018-09-18 07:00:00,Full Board,2017-11-11 11:20:00,,Yes,,No,No
,STUDY00017377,CRS00003283,,,,,,,,,,,,,,,,,,,100095442,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2017-12-08 08:00:00,2018-12-07 08:00:00,Full Board,2017-12-12 00:21:00,,No,2017-07-24 18:31:19,Yes,Yes
,IRB00011571,CRS00001589,,,,,,,,,,,,,,,,,,,,,,No,Interventional,SM.Surg General,N/A,No,No,Yes,No,No,No,,,,2015-05-01 18:26:00,,No,,,Yes
,IRB00010838,CRS00001271,,,,,,,,,,,,,,,,,,,100096413,,,No,Interventional,,Phase 2/Phase 3,Yes,No,Yes,Yes,No,No,2014-10-17 07:00:00,2018-09-20 07:00:00,Waived,2016-10-21 19:52:00,,Yes,2014-09-24 13:48:45,Yes,Yes
,IRB00004072,CRS00000744,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.Head & Neck Surgery Division,N/A,No,Yes,No,No,Yes,No,2008-04-17 07:00:00,2016-03-30 07:00:00,Exempt,2016-03-30 15:43:00,,Yes,2008-01-11 16:07:07,No,No
,STUDY00016391,CRS00002658,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,Yes,No,Yes,Yes,No,No,,2017-06-01 07:00:00,,2016-12-21 03:08:00,,Yes,2016-09-06 19:40:48,Yes,Yes
,STUDY00017558,CRS00003342,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-09-03 07:00:00,2018-09-02 07:00:00,Expedited,2017-09-05 15:16:00,,Yes,2017-08-25 15:41:12,No,No
,IRB00010804,CRS00001076,,,,,,,,,,,,,,,,,,,700010804,,,No,Expanded Access,,N/A,No,No,Yes,No,Yes,No,2014-08-08 07:00:00,2018-08-10 07:00:00,Full Board,2016-08-29 21:09:00,,Yes,2014-08-04 00:18:58,Yes,Yes
,IRB00009333,CRS00000658,,,,,,,,,,,,,,,,,,,100097612,,,No,,SM.Neu Aging And Alzheimers,Phase 2,Yes,Yes,Yes,Yes,No,No,2013-05-09 07:00:00,2019-02-12 08:00:00,Full Board,2017-11-11 11:23:00,,No,2013-03-04 13:13:02,No,No
,STUDY00017367,CRS00003285,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,No,No,Yes,No,2017-10-17 07:00:00,2018-10-16 07:00:00,Expedited,2017-10-17 17:06:00,,Yes,2017-07-24 18:22:10,Yes,Yes
,IRB00008821,CRS00001014,,,,,,,,,,,,,,,,,,,,,,No,,SM.Peds Hemonc,N/A,No,Yes,No,Yes,No,No,2012-10-24 07:00:00,2016-08-03 15:44:00,Expedited,2016-08-03 15:44:00,,Yes,2012-08-16 09:59:29,No,No
,STUDY00015086,CRS00001955,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,,,,2015-09-14 23:04:00,,Yes,2015-08-27 20:44:54,No,No
,STUDY00016033,CRS00003188,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,Phase 2,No,No,Yes,Yes,Yes,No,2017-11-22 08:00:00,2018-10-26 07:00:00,Full Board,2017-11-22 20:23:00,,Yes,2017-05-25 22:20:43,Yes,Yes
,,CRS00001783,,,,,,,,,,,,,,,,,,,,,,No,Interventional,SM.Peds Hemonc,Phase 3,Yes,No,Yes,Yes,No,No,,,,,,,,,
,IRB00010840,CRS00001079,,,,,,,,,,,,,,,,,,,100096403,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2015-01-05 08:00:00,2018-10-08 07:00:00,Expedited,2017-11-02 20:48:00,,No,2014-08-10 17:46:37,No,Yes
,IRB00008495,CRS00000524,,,,,,,,,,,,,,,,,,,100098063,,,No,,SM.Peds Hemonc,Phase 3,No,Yes,Yes,Yes,No,No,2012-06-19 07:00:00,2018-12-13 08:00:00,Waived,2017-11-09 18:43:00,,Yes,2012-06-05 10:14:17,Yes,Yes
,IRB00011324,CRS00001432,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,Yes,No,Yes,No,,,,2015-06-04 18:28:59,,No,,,Yes
,,CRS00001218,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,Phase 3,No,No,No,No,No,No,,,,,,,,,
,IRB00009475,CRS00000874,,,,,,,,,,,,,,,,,,,100097399,,,No,Observational,,N/A,No,Yes,Yes,No,Yes,No,2013-09-06 07:00:00,2018-05-21 07:00:00,Full Board,2017-11-11 12:40:00,,Yes,2013-03-19 11:03:04,No,No
,STUDY00016180,CRS00002529,,,,,,,,,,,,,,,,,,,100095929,,,No,Interventional,,Phase 1/Phase 2,Yes,No,Yes,Yes,Yes,No,2016-07-28 07:00:00,2018-06-29 07:00:00,Full Board,2016-07-29 15:26:00,,No,2016-06-23 18:39:50,Yes,Yes
,STUDY00016813,CRS00002941,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2017-04-11 07:00:00,2019-03-08 08:00:00,Expedited,2017-04-11 20:36:00,,No,2017-02-07 17:40:51,Yes,Yes
,STUDY00015687,CRS00002255,,,,,,,,,,,,,,,,,,,100096085,,,No,Interventional,,Phase 3,No,No,Yes,No,No,No,2016-03-30 07:00:00,2018-08-22 07:00:00,Waived,2016-03-31 15:41:00,,No,2016-02-05 20:41:52,Yes,Yes
,STUDY00016795,CRS00002910,,,,,,,,,,,,,,,,,,,999999999,,,No,Interventional,,N/A,No,No,Yes,No,No,No,2017-02-14 08:00:00,2018-05-15 07:00:00,Waived,2017-02-15 00:32:00,,Yes,2017-01-23 18:21:29,Yes,Yes
,IRB00008112,CRS00000081,,,,,,,,,,,,,,,,,,,,,,No,,,Phase 4,No,Yes,No,No,No,No,2012-03-26 07:00:00,2018-04-18 07:00:00,Expedited,2017-11-11 10:48:00,,No,2012-01-25 13:42:18,Yes,No
,IRB00010818,CRS00000751,,,,,,,,,,,,,,,,,,,700010818,,,No,Observational,,N/A,No,No,Yes,Yes,No,No,2014-10-31 07:00:00,2018-08-22 07:00:00,Full Board,2017-11-11 11:08:00,,No,2014-07-03 17:51:21,Yes,Yes
,IRB00005634,CRS00000842,,,,,,,,,,,,,,,,,,,100098851,,,No,Interventional,,Phase 2,No,No,Yes,No,Yes,No,2009-11-10 08:00:00,2018-06-26 07:00:00,Full Board,2017-11-11 11:00:00,,No,2009-10-16 13:11:12,No,Yes
,IRB00011510,CRS00001651,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,No,No,Yes,No,2015-05-27 07:00:00,2018-05-07 07:00:00,Expedited,2017-05-08 16:03:00,,No,2015-03-24 07:04:15,No,Yes
,STUDY00016209,CRS00002540,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,Yes,No,2016-07-13 07:00:00,2018-05-29 07:00:00,Expedited,2016-07-13 22:30:00,,Yes,2016-07-01 22:15:21,No,No
,STUDY00017373,CRS00003593,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,,2018-03-05 19:40:00,,Yes,2017-12-01 17:05:26,No,No
,IRB00009885,CRS00001480,,,,,,,,,,,,,,,,,,,100097377,,,No,,SM.PUL Administration,Phase 2,Yes,Yes,Yes,Yes,No,No,2013-11-15 08:00:00,2016-07-11 21:55:00,Full Board,2016-07-11 21:55:00,,No,2013-07-29 23:20:03,No,No
,IRB00011069,CRS00001186,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,,,Full Board,2014-09-19 13:41:55,,No,2014-08-28 10:10:41,,Yes
,IRB00001131,CRS00000607,,,,,,,,,,,,,,,,,,,,,,No,,SM.Peds Hemonc,N/A,No,Yes,No,No,No,No,1996-04-09 07:00:00,2018-10-18 07:00:00,Expedited,2017-10-16 18:11:00,,Yes,,No,No
,IRB00010556,CRS00000257,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,No,No,No,2014-05-09 07:00:00,2018-06-05 07:00:00,Full Board,2017-11-11 10:59:00,,No,2014-03-18 09:28:19,No,Yes
,IRB00010210,CRS00000075,,,,,,,,,,,,,,,,,,,,,,No,Interventional,,N/A,No,No,No,No,Yes,No,2014-03-27 07:00:00,2019-02-01 08:00:00,Expedited,2017-11-11 10:53:00,,No,2014-02-26 17:35:19,No,Yes
,IRB00010870,CRS00001487,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,Yes,No,No,No,2015-02-25 08:00:00,2018-11-13 08:00:00,Expedited,2017-10-16 07:02:00,,No,2015-01-01 23:20:06,No,Yes
,IRB00011953,CRS00001844,,,,,,,,,,,,,,,,,,,,,,No,Observational,,N/A,No,No,No,No,No,No,2015-07-21 07:00:00,2017-08-01 07:00:00,Expedited,2017-08-01 19:08:00,,Yes,2015-06-22 15:48:25,No,No
,IRB00011509,CRS00001567,,,,,,,,,,,,,,,,,,,700011509,,,No,Observational,SM.Molec & Medical Genetics,N/A,No,No,Yes,No,Yes,No,2015-02-23 08:00:00,2018-12-17 08:00:00,Expedited,2017-11-10 08:03:00,,No,2015-02-05 13:35:19,No,Yes
,IRB00007565,CRS00000223,,,,,,,,,,,,,,,,,,,100098332,,,No,,SM.Knight Clinical Trials,Phase 3,Yes,Yes,Yes,Yes,No,No,2011-10-14 07:00:00,2015-09-11 07:00:00,Full Board,2015-07-14 18:28:12,2015-07-14 07:00:00,Yes,2011-06-30 09:34:53,,Yes
,IRB00004591,CRS00000865,,,,,,,,,,,,,,,,,,,,,,No,Observational,SM.PA AP Troxell,N/A,No,Yes,No,No,Yes,No,2008-09-17 07:00:00,2014-06-25 07:00:00,Expedited,2014-04-21 20:10:33,2014-04-21 07:00:00,Yes,2008-07-31 19:55:08,,No
,IRB00011361,CRS00001645,,,,,,,,,,,,,,,,,,,,,,No,,,N/A,No,No,No,No,No,No,2015-04-24 07:00:00,2018-03-09 18:49:00,Expedited,2018-03-09 18:49:00,,No,2015-03-18 11:28:57,No,Yes
,STUDY00015344,CRS00002160,,,,,,,,,,,,,,,,,,,100095839,,,No,Observational,,N/A,No,No,Yes,No,Yes,No,2016-04-25 07:00:00,2019-02-14 08:00:00,Expedited,2016-04-25 21:06:00,,No,2015-12-22 18:21:00,No,Yes
DR00000321,IRB00010768,CRS00000661,Contract,Incyte INCB 18424-362 CTA OHSU_Lopez,Incyte Corporation,No,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2014-12-10 04:00:06,2014-11-26 08:00:00,2014-11-06 15:01:30,2014-09-11 17:38:00,2014-06-06 19:12:37,2014-12-04 11:46:13,0,100096867,,,No,Interventional,SM.Knight Clinical Trials,Phase 3,Yes,No,Yes,Yes,No,No,2014-08-14 07:00:00,2017-06-06 07:00:00,Full Board,2017-01-03 17:08:33,2017-01-03 08:00:00,Yes,2014-06-05 14:00:01,,Yes
DR00000334,IRB00010570,CRS00000375,Contract,Celgene CC-10004-AD-001 CSA OHSU_Simpson,Celgene Corporation,Yes,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2014-09-26 03:00:04,2014-09-19 07:00:00,2014-08-19 14:39:15,2014-06-18 21:56:00,2014-06-17 18:55:28,2014-09-19 15:06:05,0,100096983,,,No,Interventional,SM.Dermatology Admin,Phase 2,Yes,No,Yes,Yes,No,No,2014-07-24 07:00:00,2016-06-28 17:01:00,Full Board,2016-06-28 17:01:00,,No,2014-05-16 09:35:19,Yes,Yes
DR00000022,,,Confidentiality Agreement,BMS CA209-139 & 140 CDA OHSU_Spurgeon,Bristol-Myers Squibb,No,No,Contract,,Jacqueline Brown,Stephen Spurgeon,,CDA Fully Executed,2013-10-28 16:21:15,2013-10-29 00:21:14,2013-10-28 09:59:42,2013-10-28 16:59:00,2013-10-10 14:45:06,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000044,,,Confidentiality Agreement,Edge Therapeutics EG-1962 NDA OHSU_Clark,Edge Therapeutics Inc,No,No,Contract,,Jennifer Mair,Wayne Clark,,CDA Fully Executed,2014-01-23 11:41:16,2014-01-23 19:41:16,2013-11-13 11:45:08,2013-10-23 19:35:00,2013-10-22 17:17:56,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000112,,,Confidentiality Agreement,TEVA (HSG) TV5600-CNS-20007 CDA OHSU_Kraakevik,Teva Pharmaceutical Industries Ltd,No,No,Contract,,Jacqueline Brown,Jeff Kraakevik,,CDA Fully Executed,2014-01-02 15:59:05,2014-01-02 23:59:04,2012-12-25 01:00:00,2013-12-24 21:04:00,2013-12-18 01:57:28,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000013,IRB00010001,CRS00000037,Contract,Eli Lilly H6D-MC-LVJJ Contract,Lilly USA LLC,No,No,Contract,,Kristen Baptiste, ,,OGA Setup Complete,2014-04-05 03:00:09,2014-03-24 07:00:00,2014-01-31 09:39:58,,2013-10-07 21:38:14,2014-04-03 10:45:02,0,100097212,,,No,Interventional,SM.Pediatric Neurology,Phase 3,Yes,No,Yes,Yes,No,No,2013-12-20 08:00:00,2016-09-08 19:18:00,Full Board,2016-09-08 19:18:00,,No,2013-11-22 14:37:46,No,Yes
DR00000020,,,Confidentiality Agreement,PPD FTY720D2312 CDA OHSU_Yadav,PPD Development LP,No,No,Contract,,Jennifer Mair,Vijayshree Yadav,,CDA Fully Executed,2014-01-23 08:52:27,2014-01-23 16:52:26,2013-11-19 11:30:20,2013-10-09 20:05:00,2013-10-09 20:01:42,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000042,IRB00010037,CRS00000048,Contract,Lundbeck 14861A ANNEX CTA OHSU_Erten-Lyons ,Lundbeck LLC,No,No,Contract,,Jennifer Mair, ,,OGA Setup Complete,2014-12-09 04:00:04,2014-12-05 08:00:00,2014-11-24 01:00:00,,2013-10-21 21:06:26,2014-12-05 16:23:30,0,100096868,,,No,Interventional,SM.Neu Aging And Alzheimers,Phase 3,Yes,No,Yes,Yes,No,No,2014-01-23 08:00:00,2017-07-06 07:00:00,Full Board,2017-07-06 14:23:00,,No,2013-12-27 22:53:36,No,Yes
DR00000057,,,Confidentiality Agreement,DexCom PTL901100 NDA OHSU_Ahmann,DexCom Inc,No,No,Contract,,Jennifer Mair,Andrew Ahmann,,CDA Fully Executed,2013-12-04 13:41:25,2013-12-04 21:41:25,2013-11-08 10:02:26,2013-11-08 17:02:00,2013-11-08 16:56:48,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000101,,,Confidentiality Agreement,HRA Pharma 112025-002 OHSU_Fleseriu,HRA Pharma,No,No,Contract,,Kristen Baptiste,Maria Fleseriu,,CDA Fully Executed,2014-01-28 16:29:10,2014-01-29 00:29:09,2014-01-21 14:28:14,2013-12-16 22:41:00,2013-12-12 22:38:15,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000105,IRB00010169,CRS00000077,Contract,Cook (MedInstitute) IVC Filter CIA OHSU_Kaufman,Cook Incorporated,No,No,Contract,,Jacqueline Brown, ,,OGA Setup Complete,2014-04-08 03:00:03,2014-04-02 07:00:00,2014-03-20 11:08:16,2014-03-07 02:45:00,2013-12-16 19:22:32,2014-04-02 14:11:31,0,100097209,,,No,Interventional,SM.Dotter Inst General,Phase 4,No,No,Yes,No,No,No,2013-12-13 08:00:00,2018-09-21 07:00:00,Full Board,2017-10-16 19:53:00,,No,2013-11-18 11:29:37,No,Yes
DR00000145,,,Confidentiality Agreement,Ophthotech Corp OPH1004A CDA OHSU_Flaxel,Ophthotech Corp,No,No,Contract,,Jennifer Mair,Christina Flaxel,,CDA Fully Executed,2014-02-25 12:51:44,2014-02-25 20:51:43,2014-02-21 14:57:23,2014-02-11 08:00:00,2014-02-08 00:04:55,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000208,,,Confidentiality Agreement,Janssen (Parexel) TOPMATEPY4067 CDA OHSU_Wray,Janssen Research & Development LLC,No,No,Contract,,Kristen Baptiste,Carter Wray,,CDA Fully Executed,2014-07-11 12:59:21,2014-07-11 20:59:20,2014-05-27 14:36:41,2014-04-04 19:56:00,2014-03-21 19:45:43,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000222,,,Confidentiality Agreement,Merrimack MM-151 CDA OHSU_Vaccaro,Merrimack Pharmaceuticals Inc,No,No,Contract,,Jacqueline Brown,Gina Vaccaro,,CDA Fully Executed,2014-04-02 09:09:12,2014-04-02 17:09:11,2014-04-01 14:33:39,2014-04-01 19:47:00,2014-04-01 19:43:30,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000288,,,Confidentiality Agreement,Takeda TOMM40-301 CDA OHSU_Kaye,Takeda Global Research & Development Center Inc,No,No,Contract,,Jennifer Mair,Jeffrey Kaye,,CDA Fully Executed,2014-06-30 10:38:51,2014-06-30 18:38:50,2014-06-10 09:27:19,2014-05-14 17:16:00,2014-05-14 16:20:30,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000120,,,Confidentiality Agreement,Henrikson RIVAROXAFL4002 CDA OHSU_Henrikson,Janssen Scientific Affairs LLC,No,No,Contract,,Kristen Baptiste,Charles Henrikson,,CDA Fully Executed,2014-10-03 12:45:20,2014-10-03 20:45:20,2014-07-25 08:37:20,2014-01-24 00:19:00,2014-01-21 16:31:35,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000129,IRB00009715,CRS00000024,Amendment,BioMarin 165-302 Am 1 to CTA OHSU_Harding,BioMarin Pharmaceutical Inc,No,No,Contract,,Jennifer Mair, ,,Amendment Fully Executed,2014-05-14 15:23:12,2014-05-14 23:23:10,2014-05-13 09:33:02,2014-03-11 22:09:00,2014-01-30 22:03:37,,0,100097311,,,No,Interventional,SM.Molec & Medical Genetics,Phase 3,Yes,No,Yes,Yes,No,No,2013-10-18 07:00:00,2018-08-14 07:00:00,Full Board,2017-10-31 21:04:00,,No,2013-09-27 05:23:22,Yes,Yes
DR00000134,,,Confidentiality Agreement,Roche (Genentech) Obinutuzumab MPDL3280A OHSU_Lopez,F. Hoffmann-La Roche Ltd,No,No,Contract,,Jacqueline Brown,Charles Lopez,,CDA Fully Executed,2014-04-28 09:59:47,2014-04-28 17:59:46,2014-02-13 11:04:55,2014-02-04 01:07:00,2014-02-04 00:06:36,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000138,,,Master Contract,Novartis MCTA_OHSU FE exp 28FEB2017,Novartis Pharmaceuticals Corporation,No,No,Contract,,Jacqueline Brown, ,,Master Fully Executed,2014-02-04 16:18:09,2014-02-05 00:18:09,2014-02-04 17:14:53,2014-02-05 00:14:00,2014-02-04 23:21:31,,0,,,,,,,,,,,,,,,,,,,,,,
DR00000202,IRB00010471,CRS00000185,Contract,Conformis iTotal Knee CSA OHSU_Huff,ConforMis,No,No,Contract,,Jennifer Mair, ,,Withdrawn,2016-12-21 11:25:38,,,2014-09-23 21:43:00,2014-03-17 19:53:19,,0,,,,No,,,N/A,No,No,Yes,No,No,No,,,Full Board,2014-07-01 13:22:09,,No,2014-03-06 19:15:38,,Yes
DR00000260,,,Confidentiality Agreement,"Arbor (Quintiles) AR14,001 CDA OHSU_Jenkins","Arbor Pharmaceuticals, LLC",No,No,Contract,,Kristen Baptiste,Randall Jenkins,,CDA Fully Executed,2014-07-01 11:13:38,2014-07-01 19:13:37,2014-05-06 13:44:39,2014-05-05 19:04:00,2014-04-22 22:24:38,,0,,,,,,,,,,,,,,,,,,,,,,
