"Project ID","Project PI: Full Name","OCTRI Project Status Change Date","Project Long Title","OCTRI Project Status","CTRC Status","Project Funding ID","Funding Award: Funding Award ID","Funding Award: Funding Source Name","Funding Award: Activity Type","Funding Award: Funding Type","Funding Award: Funding Status","Funding Award: Record Type","Funding Award: Reason OGA Not Set Up","Funding Award: Award Owning Org","Funding Award: OGA Award Number","Funding Award: Originating Sponsor","Funding Award: Originating Sponsor Type"
"PRJ-4413","Jose Rueda","5/5/2017","A Randomized, Multicountry, Multicenter, Double-Blind, Parallel, Placebo-Controlled Study of the Effects of Atrasentan on Renal Outcomes in Subjects with Type 2 Diabetes and Nephropathy","Complete","Terminated","ProjFund-4935","FA-08684","AbbVie Inc","Not Applicable","Industry","Awarded","OGA Award","","SM.NEP Administration","ANEPH0156","",""
"PRJ-11871","Andrew Solomon","6/30/2011","Undiagnosing Multiple Sclerosis","Complete","N/A No CTRC Services","ProjFund-4492","FA-01642","Brigham and Women's Hospital Inc","","Industry","Awarded","OGA Award","","SM.Neu Multiple Sclerosis","ANEUR0549","EMD Serono Inc","Industry"
"PRJ-11864","Kimberly Solondz","3/28/2011","Relationship between Fine Motor Skills and Executive Functioning in Children with Down Syndrome","Withdrawn","","ProjFund-3069","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5464","Catherine Salveson","6/13/2016","Long-term follow-up of graduates of the Oregon Consortium of Nursing Education (OCNE) partner schools to track their continued education and evaluate the OCNE competencies as perceived by graduates in practice.","Approved Pre-IRB","N/A No CTRC Services","ProjFund-5490","FA-09801","National Council of State Boards of Nursing","Not Applicable","Other","Not Awarded","Non-OGA Award","","","","",""
"PRJ-4672","Margaret Shaw","5/1/2014","CNM Data Repository","Approved Post-IRB","N/A No CTRC Services","ProjFund-4405","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11764","John Muench","12/30/2010","Dissemination of CVD risk factor treatment among diabetic patients in safety net clinics","Complete","N/A No CTRC Services","ProjFund-2480","FA-07485","DHHS NIH Natl Heart, Lung, and Blood Inst","R18","Federal","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-11764","John Muench","12/30/2010","Dissemination of CVD risk factor treatment among diabetic patients in safety net clinics","Complete","N/A No CTRC Services","ProjFund-4679","FA-05019","Kaiser Fnd Hospitals Ctr for Hlth Rsch","","Federal DHHS NON LOC","Awarded","OGA Award","","SM.Fam Med Clinical Admin","AFAMP0104","DHHS NIH Natl Heart, Lung, and Blood Inst","Federal"
"PRJ-6170","John Ng","9/1/2017","Nonvisual Complications of Orbital Cellulitis","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6311","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-2706","David Oleson","3/1/2012","","Complete","N/A No CTRC Services","ProjFund-2997","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6077","Rebecca Spain","6/7/2017","Absorption of R and S lipoic acid in progressive multiple sclerosis","Proposal Development","N/A No CTRC Services","ProjFund-6207","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4410","Rebecca Spain","4/29/2016","Using optical coherence tomography to capture retinal microvascular changes associated with multiple sclerosis","Complete","N/A No CTRC Services","ProjFund-4105","FA-01701","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","General Ledger Account ? Strategic Investment","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0701","",""
"PRJ-6005","Rebecca Spain","3/28/2017","Working Title: Randomized, double-blind, placebo-controlled, multi-center phase 2 clinical trial to compare the daily administration of 1200 mg oral LA to a placebo, as a disease-modifying treatment in PMS","Proposal Development","","ProjFund-6137","FA-11126","U.S. Dept of Veterans Affairs","Merit Award","Federal","Pre-Award","Non-OGA Award","","","","",""
"PRJ-11571","Rebecca Spain","9/24/2015","Validation of an instrumented gait measure, the iTUG, in multiple sclerosis.","Complete","Terminated","ProjFund-2347","FA-06229","Medical Research Foundation of Oregon","","Foundation","Awarded","OGA Award","","SM.Neu Multiple Sclerosis","ANEUR0554","",""
"PRJ-11097","Rebecca Spain","11/7/2016","Lipoic acid for neuroprotection in secondary progressive MS","Approved Post-IRB","Terminated","ProjFund-1957","FA-07424","Veterans Administration","Career Development Award","Federal","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-5086","Rebecca Spain","1/13/2017","Modulation of cerebral grey matter high energy phosphate metabolites in multiple sclerosis by dimethyl fumarate","Approved Post-IRB","Active","ProjFund-5537","FA-09821","Biogen Inc","Not Applicable","Industry","Awarded","OGA Award","","SM.Neu Multiple Sclerosis","ANEUR0883","",""
"PRJ-4951","Rebecca Spain","10/31/2014","Aerobic exercise to improve brain metabolism in MS","Approved Post-IRB","Closed to Entry","ProjFund-5152","FA-09035","Natl Multiple Sclerosis Society","P30","Foundation","Awarded","OGA Award","","SM.Neu Multiple Sclerosis","ANEUR0841","",""
"PRJ-4951","Rebecca Spain","10/31/2014","Aerobic exercise to improve brain metabolism in MS","Approved Post-IRB","Closed to Entry","ProjFund-4841","FA-08393","Race to Erase MS","Not Applicable","Foundation","Awarded","OGA Award","","SM.Neu Multiple Sclerosis","ANEUR0810","",""
"PRJ-4951","Rebecca Spain","10/31/2014","Aerobic exercise to improve brain metabolism in MS","Approved Post-IRB","Closed to Entry","ProjFund-5074","FA-08953","Natl Multiple Sclerosis Society","Not Applicable","Foundation","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-6128","Rebecca Spain","11/22/2017","Comparing gastrointestinal tolerability and absorption of racemic lipoic acid and R-lipoic acid in progressive multiple sclerosis: a randomized cross-over trial","Proposal Development","Pending","ProjFund-6410","FA-11818","Race to Erase MS","","Foundation","Pre-Award","Non-OGA Award","","","","",""
"PRJ-6127","Rebecca Spain","7/26/2017","Evaluation of serum glutathione changes as a mechanism of action of lipoic acid","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6265","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4998","Kevin Yee","12/17/2014","PROSPECTIVE, NON-INTERVENTIONAL STUDY OF DISEASE PROGRESSION AND TREATMENT OF PATIENTS WITH POLYCYTHEMIA VERA IN UNITED STATES ACADEMIC OR COMMUNITY CLINICAL PRACTICES","Complete","N/A No CTRC Services","ProjFund-5149","FA-08994","Incyte Corporation","Not Applicable","Industry","Awarded","OGA Award","","SM.Knight Comm Onc Clin Trials","ACNCR0639","",""
"PRJ-4998","Kevin Yee","12/17/2014","PROSPECTIVE, NON-INTERVENTIONAL STUDY OF DISEASE PROGRESSION AND TREATMENT OF PATIENTS WITH POLYCYTHEMIA VERA IN UNITED STATES ACADEMIC OR COMMUNITY CLINICAL PRACTICES","Complete","N/A No CTRC Services","ProjFund-4790","FA-08468","Incyte Corporation","Not Applicable","Industry","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-6305","Helen Turner","11/17/2017","Program Evaluation of a Pilot Sibshop for Siblings of Children with Chronic Kidney Disease","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6424","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6314","Helen Turner","11/27/2017","Development of a Clinical Practice Guideline for Children with Duchenne Muscular Dystrophy","Approved Pre-IRB","N/A No CTRC Services","ProjFund-6431","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-2119","Glenise McKenzie","2/6/2013","","Withdrawn","","ProjFund-2847","FA-07272","National Institutes of Health - unknown institute","R21","Federal","Not Awarded","Non-OGA Award","","","","",""
"PRJ-5096","Henry Milczuk","2/9/2015","Otologic Outcomes in Children with Cleft Lip and Palate Database","Withdrawn","N/A No CTRC Services","ProjFund-4985","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5095","Henry Milczuk","2/9/2015","VPI Outcomes Database","Withdrawn","N/A No CTRC Services","ProjFund-4984","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5241","Adam Mirarchi","10/26/2015","The compared outcomes of concomitant carpal and cubital tunnel release versus staged or individual carpal tunnel or cubital tunnel release","Withdrawn","N/A No CTRC Services","ProjFund-5183","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11280","Adam Mirarchi","1/11/2010","Upper Extremity Clinic Registry","Approved Post-IRB","N/A No CTRC Services","ProjFund-3066","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4402","David Wilson","5/23/2017","Characterization of Small Choroidal Tumors using Functional Optical Coherence Tomography","Complete","N/A No CTRC Services","ProjFund-4094","FA-01701","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","General Ledger Account ? Strategic Investment","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0701","",""
"PRJ-4403","David Wilson","10/4/2013","Characterization of Vascular Response to Brachytherapy using Functional Optical Coherence Tomography","Approved Post-IRB","N/A No CTRC Services","ProjFund-4095","FA-01701","DHHS NIH Natl Ctr for Advancing Translational Sciences","UL1","Federal DHHS LOC","Awarded","OGA Award","General Ledger Account ? Strategic Investment","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0701","",""
"PRJ-11794","Kristin Knight","6/1/2013","Ototoxicity Database","Approved Post-IRB","N/A No CTRC Services","ProjFund-3061","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11195","Petra Vajtai","11/25/2009","MRI of syrinx with and without gadolinium","Complete","N/A No CTRC Services","ProjFund-3727","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-3164","James McCormick","3/6/2012","Regulation of renal sodium transport by a SPAK/OSR1 kinase network","Complete","N/A No CTRC Services","ProjFund-3327","FA-04642","American Heart Assoc., Western States Affiliate","","Foundation","Awarded","OGA Award","","SM.NEP Administration","ANEPH0148","",""
"PRJ-10789","James McCormick","4/24/2009","Analysis of distal convoluted tubule function in vivo","Complete","N/A No CTRC Services","ProjFund-1279","FA-05215","Medical Research Foundation of Oregon","","Foundation","Awarded","OGA Award","","SM.NEP Administration","ANEPH0145","",""
"PRJ-11154","Tracey Parsons","11/25/2009","Faculty Satisfaction Survey","Complete","N/A No CTRC Services","ProjFund-1973","FA-07033","Oregon Health & Science Univ","Not Applicable","Internal","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-11759","Susan Mikkelsen","11/30/2010","A 10-Year Prospective Observational Study of the Incidence of and Risk Factors for Fibrosing Colonopathy in US Patients with Cystic Fibrosis Treated with CREON","Complete","","ProjFund-3759","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11242","Susan Mikkelsen","1/3/2011","Gilead Sciences GS-US-205-0127: Safety and Efficacy of Continuous AZL in Subjects with CF and Chronic Burkholderia Species Infection","Complete","","ProjFund-2033","FA-06753","Gilead Sciences Inc","Need to Determine","Industry","Awarded","Non-OGA Award","Pending OGA Setup","","","",""
"PRJ-2504","Garth Meckler","5/5/2012","Use of Propofol for Pediatric Migraine Abortive Treatment Study","Complete","N/A No CTRC Services","ProjFund-3306","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4132","Garth Meckler","12/12/2012","Low-Dose Propofol for Abortive Pediatric Migraine: A Prospective, Randomized Comparison to Standard Treatment","Approved Post-IRB","N/A No CTRC Services","ProjFund-3830","FA-03945","American Academy of Pediatrics","","Foundation","Awarded","OGA Award","","SM.Pediatric GenPeds","APEDI0687","",""
"PRJ-6130","Karen Oh","9/28/2017","A Pilot Study: ?Analysis of Serum miRNA from Women Referred for Breast Biopsy with Abnormal Breast Imaging Classified as BI-RADS 4 or 5?","Approved Post-IRB","Active","ProjFund-6268","FA-11503","Toray International Inc","Not Applicable","Industry","Pre-Award","Non-OGA Award","","","","",""
"PRJ-2047","Hiroko Dodge","2/28/2011","Patterns and Predictors of Normal Cognitive Aging","Complete","N/A No CTRC Services","ProjFund-2785","FA-00527","DHHS NIH Natl Inst on Aging","K01","Federal DHHS LOC","Awarded","OGA Award","","SM.Neu Aging And Alzheimers","ANEUR0510A","",""
"PRJ-5793","Hiroko Dodge","10/17/2017","Internet-based Conversational Engagement Clinical Trial","Approved Post-IRB","N/A No CTRC Services","ProjFund-6385","FA-10666","DHHS NIH Natl Inst on Aging","R01","Federal DHHS Individual Draw","Awarded","OGA Award","","SM.Neu Aging And Alzheimers","ANEUR0929","",""
"PRJ-1056","Hiroko Dodge","3/15/2012","Keys to Optimal Cognitive Aging (KOCOA project): Comparisons of the elderly in Okinawa and Oregon","Complete","Terminated","ProjFund-1884","FA-05507","OHSU-Layton Ctr for Aging and Alzheimer Research","","Foundation","Awarded","OGA Award","","SM.Neu Aging And Alzheimers","ANEUR0561","",""
"PRJ-4752","Jack Kron","10/24/2014","Phase 2, Double-Blind, Randomized, Placebo-Controlled, Dose Ranging, Parallel Group Study to Evaluate Effect of GS-6615 on Ventricular Arrhythmia in Subjects with Implantable Cardioverter-Defib (ICD) or Cardiac Resynchronization Therapy-Defib (CRT-D)","Complete","N/A No CTRC Services","ProjFund-4996","FA-06505","Gilead Sciences Inc","","Industry","Awarded","OGA Award","","SM.KCVI Clinical Trials","ACARD0238","",""
"PRJ-4752","Jack Kron","10/24/2014","Phase 2, Double-Blind, Randomized, Placebo-Controlled, Dose Ranging, Parallel Group Study to Evaluate Effect of GS-6615 on Ventricular Arrhythmia in Subjects with Implantable Cardioverter-Defib (ICD) or Cardiac Resynchronization Therapy-Defib (CRT-D)","Complete","N/A No CTRC Services","ProjFund-4577","FA-08317","Gilead Sciences Inc","Not Applicable","","Awarded - Linked to OGA Award","Non-OGA Award","N/A","","","",""
"PRJ-2092","Christian Poehlein","3/31/2011","Characterizing and Regulating Tumor-induced Regulatory T Cells","Complete","N/A No CTRC Services","ProjFund-2836","FA-07427","DHHS NIH Natl Cancer Inst","K22","Federal","Awarded","Non-OGA Award","External - not tracking financial","","","",""
"PRJ-1061","John Halliwill","2/18/2009","Short-term benefits of exercise on cardiovascular-metabolic integration in humans","Complete","Terminated","ProjFund-3284","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-4254","Joseph Pinter","8/21/2013","Evaluation of Fine Motor Development in Children with Down Syndrome Using the Peabody Developmental Motor Scales (PDMS-2) - A Pilot Study","Complete","N/A No CTRC Services","ProjFund-3947","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5896","Joseph Pinter","5/10/2017","Preliminary Study of Body Composition in Children with Down Syndrome","Approved Post-IRB","Active","ProjFund-5978","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-5027","Joseph Pinter","11/17/2017","Characteristics of Thyroid Disease in a Large Clinic Population of Patients with Down Syndrome","Approved Post-IRB","N/A No CTRC Services","ProjFund-4873","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11754","Joseph Pinter","2/21/2013","Gross Motor Function Measure Scores in Children with Down Syndrome","Complete","N/A No CTRC Services","ProjFund-3480","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11113","Jennifer Crowe","11/25/2009","Effect of Composition and pH on Dental Cements","Complete","N/A No CTRC Services","ProjFund-1971","FA-07031","Oregon Health & Science Univ","Not Applicable","Internal","Awarded","Non-OGA Award","General Ledger Account","","","",""
"PRJ-11117","Carmen Doom","11/25/2009","Viral Control of MCMV Infections","Complete","N/A No CTRC Services","ProjFund-3720","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-11131","Linda Humphrey","11/25/2009","Intervention Study of Computer Alert Systems","Complete","N/A No CTRC Services","ProjFund-3721","FA-07804","","Not Applicable","","N/A","Non-OGA Award","","","","",""
"PRJ-6183","Elinor Sullivan","9/15/2017","The Impact of Maternal Obesity and Poor Antenatal Nutrition on Offspring RDoC Dimensions and Risk for Neurodevelopmental Disorders","Proposal Development","Pending","ProjFund-6326","FA-11655","DHHS NIH Natl Inst of Mental Hlth","R01","Federal NIH","Pre-Award","Non-OGA Award","","","","",""
"PRJ-11856","Elinor Sullivan","3/13/2017","Perinatal Dietary Predictors of Childhood Behavioral Problems and Temperament","Complete","N/A No CTRC Services","ProjFund-3570","FA-07289","Oregon National Primate Research Center","Pilot Project","Internal OHSU","Awarded","Non-OGA Award","External - tracking financial","","","",""
"PRJ-11856","Elinor Sullivan","3/13/2017","Perinatal Dietary Predictors of Childhood Behavioral Problems and Temperament","Complete","N/A No CTRC Services","ProjFund-2636","FA-00108","DHHS NIH Natl Ctr for Rsch Resources","UL1","Federal DHHS LOC","Awarded","OGA Award","","CT.OCTRI-OR Clin Trans Res Ins","ACTRI0501","",""
